channel x_pos y_pos z_pos
0 -300.0 0.0 -300.0
1 0.0 0.0 -300.0
2 300.0 0.0 -300.0
3 -300.0 0.0 0.0
4 0.0 0.0 0.0
5 300.0 0.0 0.0
6 -300.0 0.0 300.0
7 0.0 0.0 300.0
8 300.0 0.0 300.0
